product_id,product_distributer,product_name,product_category,product_reviews,product_review_sentiment,product_link
ED004,Flipkart,Apple Watch Series 7,Electronic Devices,"Heart rate monitor is accurate.",Positive,https://www.flipkart.com/noise-evolve-3-1-43-amoled-always-on-display-bluetooth-calling-metallic-design-smartwatch/p/itm07c92a98096a5?pid=SMWGSRFVDABZZ9TY&lid=LSTSMWGSRFVDABZZ9TY8QQFCZ&marketplace=FLIPKART&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=en_mLJrxi1fwDygRUSla2RDPVWPYzTEs8JAxh5dhoNzQfy7V3vUVrtVSxgG3lzBEUOhhSvAzGIYRtSNPyYhhVOzJfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=xdcrl7mr4w0000001713898339256&qH=283dce214444d7fa
ED004,Flipkart,Apple Watch Series 7,Electronic Devices,"Water-resistant as advertised.",Positive,https://www.flipkart.com/noise-evolve-3-1-43-amoled-always-on-display-bluetooth-calling-metallic-design-smartwatch/p/itm07c92a98096a5?pid=SMWGSRFVDABZZ9TY&lid=LSTSMWGSRFVDABZZ9TY8QQFCZ&marketplace=FLIPKART&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=en_mLJrxi1fwDygRUSla2RDPVWPYzTEs8JAxh5dhoNzQfy7V3vUVrtVSxgG3lzBEUOhhSvAzGIYRtSNPyYhhVOzJfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=xdcrl7mr4w0000001713898339256&qH=283dce214444d7fa
ED004,Flipkart,Apple Watch Series 7,Electronic Devices,"Band is a bit uncomfortable.",Neutral,https://www.flipkart.com/noise-evolve-3-1-43-amoled-always-on-display-bluetooth-calling-metallic-design-smartwatch/p/itm07c92a98096a5?pid=SMWGSRFVDABZZ9TY&lid=LSTSMWGSRFVDABZZ9TY8QQFCZ&marketplace=FLIPKART&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=en_mLJrxi1fwDygRUSla2RDPVWPYzTEs8JAxh5dhoNzQfy7V3vUVrtVSxgG3lzBEUOhhSvAzGIYRtSNPyYhhVOzJfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=xdcrl7mr4w0000001713898339256&qH=283dce214444d7fa
ED004,Flipkart,Apple Watch Series 7,Electronic Devices,"Overall, a good buy.",Positive,https://www.flipkart.com/noise-evolve-3-1-43-amoled-always-on-display-bluetooth-calling-metallic-design-smartwatch/p/itm07c92a98096a5?pid=SMWGSRFVDABZZ9TY&lid=LSTSMWGSRFVDABZZ9TY8QQFCZ&marketplace=FLIPKART&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=en_mLJrxi1fwDygRUSla2RDPVWPYzTEs8JAxh5dhoNzQfy7V3vUVrtVSxgG3lzBEUOhhSvAzGIYRtSNPyYhhVOzJfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=xdcrl7mr4w0000001713898339256&qH=283dce214444d7fa
ED004,Flipkart,Apple Watch Series 7,Electronic Devices,"Bluetooth connection is unstable.",Negative,https://www.flipkart.com/noise-evolve-3-1-43-amoled-always-on-display-bluetooth-calling-metallic-design-smartwatch/p/itm07c92a98096a5?pid=SMWGSRFVDABZZ9TY&lid=LSTSMWGSRFVDABZZ9TY8QQFCZ&marketplace=FLIPKART&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=en_mLJrxi1fwDygRUSla2RDPVWPYzTEs8JAxh5dhoNzQfy7V3vUVrtVSxgG3lzBEUOhhSvAzGIYRtSNPyYhhVOzJfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=xdcrl7mr4w0000001713898339256&qH=283dce214444d7fa
ED005,Amazon,Bose QuietComfort 35 II,Electronic Devices,"Sound quality is amazing.",Positive,https://www.amazon.com/Premium-Replacement-Headphones-Comfortable-Adaptive/dp/B07ZRB9K3F/ref=sr_1_1_sspa?crid=3P54YW4S4HV7I&dib=eyJ2IjoiMSJ9.zuy152anqGAyFPAJcfKdnhBc9DaEIa-AbPiGKh1aLBpWFOm6jtrnDvoYXzVX9BeebabnkwUOoNmzD1jAChuG3ZrFbVcdh1wh1vtOcIlYbAQteqQULi5cvzvwJS45NNChbZe7mO1M9NWQT7jyPRJc9jxeExGAXY7iyTrF8gXhjiWS7huhefSiE8HLYpjOnmcAuYY13oLmM7c0bnBZE0mtIZNbXQfULwMdlP4FEWR-drA.amZIq2_f5hqN_JCm7gE8IwW_SiVuS4KX3L8W1pNHjnA&dib_tag=se&keywords=Bose+QuietComfort+35+II&qid=1713870586&sprefix=bose+quietcomfort+35+ii%2Caps%2C303&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
ED005,Amazon,Bose QuietComfort 35 II,Electronic Devices,"A bit too tight on the head.",Negative,https://www.amazon.com/Premium-Replacement-Headphones-Comfortable-Adaptive/dp/B07ZRB9K3F/ref=sr_1_1_sspa?crid=3P54YW4S4HV7I&dib=eyJ2IjoiMSJ9.zuy152anqGAyFPAJcfKdnhBc9DaEIa-AbPiGKh1aLBpWFOm6jtrnDvoYXzVX9BeebabnkwUOoNmzD1jAChuG3ZrFbVcdh1wh1vtOcIlYbAQteqQULi5cvzvwJS45NNChbZe7mO1M9NWQT7jyPRJc9jxeExGAXY7iyTrF8gXhjiWS7huhefSiE8HLYpjOnmcAuYY13oLmM7c0bnBZE0mtIZNbXQfULwMdlP4FEWR-drA.amZIq2_f5hqN_JCm7gE8IwW_SiVuS4KX3L8W1pNHjnA&dib_tag=se&keywords=Bose+QuietComfort+35+II&qid=1713870586&sprefix=bose+quietcomfort+35+ii%2Caps%2C303&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
ED005,Amazon,Bose QuietComfort 35 II,Electronic Devices,"Comfortable for long periods.",Positive,https://www.amazon.com/Premium-Replacement-Headphones-Comfortable-Adaptive/dp/B07ZRB9K3F/ref=sr_1_1_sspa?crid=3P54YW4S4HV7I&dib=eyJ2IjoiMSJ9.zuy152anqGAyFPAJcfKdnhBc9DaEIa-AbPiGKh1aLBpWFOm6jtrnDvoYXzVX9BeebabnkwUOoNmzD1jAChuG3ZrFbVcdh1wh1vtOcIlYbAQteqQULi5cvzvwJS45NNChbZe7mO1M9NWQT7jyPRJc9jxeExGAXY7iyTrF8gXhjiWS7huhefSiE8HLYpjOnmcAuYY13oLmM7c0bnBZE0mtIZNbXQfULwMdlP4FEWR-drA.amZIq2_f5hqN_JCm7gE8IwW_SiVuS4KX3L8W1pNHjnA&dib_tag=se&keywords=Bose+QuietComfort+35+II&qid=1713870586&sprefix=bose+quietcomfort+35+ii%2Caps%2C303&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
ED005,Amazon,Bose QuietComfort 35 II,Electronic Devices,"Battery lasts a long time.",Positive,https://www.amazon.com/Premium-Replacement-Headphones-Comfortable-Adaptive/dp/B07ZRB9K3F/ref=sr_1_1_sspa?crid=3P54YW4S4HV7I&dib=eyJ2IjoiMSJ9.zuy152anqGAyFPAJcfKdnhBc9DaEIa-AbPiGKh1aLBpWFOm6jtrnDvoYXzVX9BeebabnkwUOoNmzD1jAChuG3ZrFbVcdh1wh1vtOcIlYbAQteqQULi5cvzvwJS45NNChbZe7mO1M9NWQT7jyPRJc9jxeExGAXY7iyTrF8gXhjiWS7huhefSiE8HLYpjOnmcAuYY13oLmM7c0bnBZE0mtIZNbXQfULwMdlP4FEWR-drA.amZIq2_f5hqN_JCm7gE8IwW_SiVuS4KX3L8W1pNHjnA&dib_tag=se&keywords=Bose+QuietComfort+35+II&qid=1713870586&sprefix=bose+quietcomfort+35+ii%2Caps%2C303&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
ED005,Amazon,Bose QuietComfort 35 II,Electronic Devices,"Expensive for what you get.",Negative,https://www.amazon.com/Premium-Replacement-Headphones-Comfortable-Adaptive/dp/B07ZRB9K3F/ref=sr_1_1_sspa?crid=3P54YW4S4HV7I&dib=eyJ2IjoiMSJ9.zuy152anqGAyFPAJcfKdnhBc9DaEIa-AbPiGKh1aLBpWFOm6jtrnDvoYXzVX9BeebabnkwUOoNmzD1jAChuG3ZrFbVcdh1wh1vtOcIlYbAQteqQULi5cvzvwJS45NNChbZe7mO1M9NWQT7jyPRJc9jxeExGAXY7iyTrF8gXhjiWS7huhefSiE8HLYpjOnmcAuYY13oLmM7c0bnBZE0mtIZNbXQfULwMdlP4FEWR-drA.amZIq2_f5hqN_JCm7gE8IwW_SiVuS4KX3L8W1pNHjnA&dib_tag=se&keywords=Bose+QuietComfort+35+II&qid=1713870586&sprefix=bose+quietcomfort+35+ii%2Caps%2C303&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
ED005,Amazon,Bose QuietComfort 35 II,Electronic Devices,"Noise cancellation is excellent.",Positive,https://www.amazon.com/Premium-Replacement-Headphones-Comfortable-Adaptive/dp/B07ZRB9K3F/ref=sr_1_1_sspa?crid=3P54YW4S4HV7I&dib=eyJ2IjoiMSJ9.zuy152anqGAyFPAJcfKdnhBc9DaEIa-AbPiGKh1aLBpWFOm6jtrnDvoYXzVX9BeebabnkwUOoNmzD1jAChuG3ZrFbVcdh1wh1vtOcIlYbAQteqQULi5cvzvwJS45NNChbZe7mO1M9NWQT7jyPRJc9jxeExGAXY7iyTrF8gXhjiWS7huhefSiE8HLYpjOnmcAuYY13oLmM7c0bnBZE0mtIZNbXQfULwMdlP4FEWR-drA.amZIq2_f5hqN_JCm7gE8IwW_SiVuS4KX3L8W1pNHjnA&dib_tag=se&keywords=Bose+QuietComfort+35+II&qid=1713870586&sprefix=bose+quietcomfort+35+ii%2Caps%2C303&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
ED005,Amazon,Bose QuietComfort 35 II,Electronic Devices,"Connection can be unstable.",Neutral,https://www.amazon.com/Premium-Replacement-Headphones-Comfortable-Adaptive/dp/B07ZRB9K3F/ref=sr_1_1_sspa?crid=3P54YW4S4HV7I&dib=eyJ2IjoiMSJ9.zuy152anqGAyFPAJcfKdnhBc9DaEIa-AbPiGKh1aLBpWFOm6jtrnDvoYXzVX9BeebabnkwUOoNmzD1jAChuG3ZrFbVcdh1wh1vtOcIlYbAQteqQULi5cvzvwJS45NNChbZe7mO1M9NWQT7jyPRJc9jxeExGAXY7iyTrF8gXhjiWS7huhefSiE8HLYpjOnmcAuYY13oLmM7c0bnBZE0mtIZNbXQfULwMdlP4FEWR-drA.amZIq2_f5hqN_JCm7gE8IwW_SiVuS4KX3L8W1pNHjnA&dib_tag=se&keywords=Bose+QuietComfort+35+II&qid=1713870586&sprefix=bose+quietcomfort+35+ii%2Caps%2C303&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
ED005,Amazon,Bose QuietComfort 35 II,Electronic Devices,"Good for music and movies.",Positive,https://www.amazon.com/Premium-Replacement-Headphones-Comfortable-Adaptive/dp/B07ZRB9K3F/ref=sr_1_1_sspa?crid=3P54YW4S4HV7I&dib=eyJ2IjoiMSJ9.zuy152anqGAyFPAJcfKdnhBc9DaEIa-AbPiGKh1aLBpWFOm6jtrnDvoYXzVX9BeebabnkwUOoNmzD1jAChuG3ZrFbVcdh1wh1vtOcIlYbAQteqQULi5cvzvwJS45NNChbZe7mO1M9NWQT7jyPRJc9jxeExGAXY7iyTrF8gXhjiWS7huhefSiE8HLYpjOnmcAuYY13oLmM7c0bnBZE0mtIZNbXQfULwMdlP4FEWR-drA.amZIq2_f5hqN_JCm7gE8IwW_SiVuS4KX3L8W1pNHjnA&dib_tag=se&keywords=Bose+QuietComfort+35+II&qid=1713870586&sprefix=bose+quietcomfort+35+ii%2Caps%2C303&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
ED005,Amazon,Bose QuietComfort 35 II,Electronic Devices,"The mic quality is not great.",Negative,https://www.amazon.com/Premium-Replacement-Headphones-Comfortable-Adaptive/dp/B07ZRB9K3F/ref=sr_1_1_sspa?crid=3P54YW4S4HV7I&dib=eyJ2IjoiMSJ9.zuy152anqGAyFPAJcfKdnhBc9DaEIa-AbPiGKh1aLBpWFOm6jtrnDvoYXzVX9BeebabnkwUOoNmzD1jAChuG3ZrFbVcdh1wh1vtOcIlYbAQteqQULi5cvzvwJS45NNChbZe7mO1M9NWQT7jyPRJc9jxeExGAXY7iyTrF8gXhjiWS7huhefSiE8HLYpjOnmcAuYY13oLmM7c0bnBZE0mtIZNbXQfULwMdlP4FEWR-drA.amZIq2_f5hqN_JCm7gE8IwW_SiVuS4KX3L8W1pNHjnA&dib_tag=se&keywords=Bose+QuietComfort+35+II&qid=1713870586&sprefix=bose+quietcomfort+35+ii%2Caps%2C303&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
ED005,Amazon,Bose QuietComfort 35 II,Electronic Devices,"Overall, a solid pair of headphones.",Positive,https://www.amazon.com/Premium-Replacement-Headphones-Comfortable-Adaptive/dp/B07ZRB9K3F/ref=sr_1_1_sspa?crid=3P54YW4S4HV7I&dib=eyJ2IjoiMSJ9.zuy152anqGAyFPAJcfKdnhBc9DaEIa-AbPiGKh1aLBpWFOm6jtrnDvoYXzVX9BeebabnkwUOoNmzD1jAChuG3ZrFbVcdh1wh1vtOcIlYbAQteqQULi5cvzvwJS45NNChbZe7mO1M9NWQT7jyPRJc9jxeExGAXY7iyTrF8gXhjiWS7huhefSiE8HLYpjOnmcAuYY13oLmM7c0bnBZE0mtIZNbXQfULwMdlP4FEWR-drA.amZIq2_f5hqN_JCm7gE8IwW_SiVuS4KX3L8W1pNHjnA&dib_tag=se&keywords=Bose+QuietComfort+35+II&qid=1713870586&sprefix=bose+quietcomfort+35+ii%2Caps%2C303&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
BP001,Amazon,Maybelline Fit Me Foundation,Beauty Products,"Blends well with skin tone.",Positive,https://www.amazon.com/Maybelline-Poreless-Foundation-Classic-Oil-Free/dp/B00PFCSX7U/ref=sr_1_2?crid=2TFZPCOFW0WT5&dib=eyJ2IjoiMSJ9.MPNiaaVjmsvsR5UKUdq-z4a5IDHmjpDPPpqJUgXD4LSgj1CBjkacYpJnC_20gWX5E9RHA_SXFgroZzNILOfNYmxxx0CmawYQue0nl0QgTy2YXDeSD-OROz25Aw3FoqVLT4Ilj2JFK5waK8GI9a4iRXMJCV3kF4pkH4yOeLLGmG3cbu1eARtStPlq034d3t68526WdNSO8_IaEcU_G34259gdlXRGzEm5T60Y_MHE5rSBA2RUCvnDeeD0khD67l-EAZfGfQBmhF2QWl5K9a39QqLQ5hZMDz1oMjWIf_54mmA.MWHLMrg6cH555D9CH-rra4-I9fm851cIfW78hBlOHHY&dib_tag=se&keywords=Maybelline+Fit+Me+Foundation&qid=1713896344&sprefix=maybelline+fit+me+foundation%2Caps%2C293&sr=8-2
BP001,Amazon,Maybelline Fit Me Foundation,Beauty Products,"Feels heavy on the skin.",Negative,https://www.amazon.com/Maybelline-Poreless-Foundation-Classic-Oil-Free/dp/B00PFCSX7U/ref=sr_1_2?crid=2TFZPCOFW0WT5&dib=eyJ2IjoiMSJ9.MPNiaaVjmsvsR5UKUdq-z4a5IDHmjpDPPpqJUgXD4LSgj1CBjkacYpJnC_20gWX5E9RHA_SXFgroZzNILOfNYmxxx0CmawYQue0nl0QgTy2YXDeSD-OROz25Aw3FoqVLT4Ilj2JFK5waK8GI9a4iRXMJCV3kF4pkH4yOeLLGmG3cbu1eARtStPlq034d3t68526WdNSO8_IaEcU_G34259gdlXRGzEm5T60Y_MHE5rSBA2RUCvnDeeD0khD67l-EAZfGfQBmhF2QWl5K9a39QqLQ5hZMDz1oMjWIf_54mmA.MWHLMrg6cH555D9CH-rra4-I9fm851cIfW78hBlOHHY&dib_tag=se&keywords=Maybelline+Fit+Me+Foundation&qid=1713896344&sprefix=maybelline+fit+me+foundation%2Caps%2C293&sr=8-2
BP001,Amazon,Maybelline Fit Me Foundation,Beauty Products,"Good coverage.",Positive,https://www.amazon.com/Maybelline-Poreless-Foundation-Classic-Oil-Free/dp/B00PFCSX7U/ref=sr_1_2?crid=2TFZPCOFW0WT5&dib=eyJ2IjoiMSJ9.MPNiaaVjmsvsR5UKUdq-z4a5IDHmjpDPPpqJUgXD4LSgj1CBjkacYpJnC_20gWX5E9RHA_SXFgroZzNILOfNYmxxx0CmawYQue0nl0QgTy2YXDeSD-OROz25Aw3FoqVLT4Ilj2JFK5waK8GI9a4iRXMJCV3kF4pkH4yOeLLGmG3cbu1eARtStPlq034d3t68526WdNSO8_IaEcU_G34259gdlXRGzEm5T60Y_MHE5rSBA2RUCvnDeeD0khD67l-EAZfGfQBmhF2QWl5K9a39QqLQ5hZMDz1oMjWIf_54mmA.MWHLMrg6cH555D9CH-rra4-I9fm851cIfW78hBlOHHY&dib_tag=se&keywords=Maybelline+Fit+Me+Foundation&qid=1713896344&sprefix=maybelline+fit+me+foundation%2Caps%2C293&sr=8-2
BP001,Amazon,Maybelline Fit Me Foundation,Beauty Products,"Long-lasting wear.",Positive,https://www.amazon.com/Maybelline-Poreless-Foundation-Classic-Oil-Free/dp/B00PFCSX7U/ref=sr_1_2?crid=2TFZPCOFW0WT5&dib=eyJ2IjoiMSJ9.MPNiaaVjmsvsR5UKUdq-z4a5IDHmjpDPPpqJUgXD4LSgj1CBjkacYpJnC_20gWX5E9RHA_SXFgroZzNILOfNYmxxx0CmawYQue0nl0QgTy2YXDeSD-OROz25Aw3FoqVLT4Ilj2JFK5waK8GI9a4iRXMJCV3kF4pkH4yOeLLGmG3cbu1eARtStPlq034d3t68526WdNSO8_IaEcU_G34259gdlXRGzEm5T60Y_MHE5rSBA2RUCvnDeeD0khD67l-EAZfGfQBmhF2QWl5K9a39QqLQ5hZMDz1oMjWIf_54mmA.MWHLMrg6cH555D9CH-rra4-I9fm851cIfW78hBlOHHY&dib_tag=se&keywords=Maybelline+Fit+Me+Foundation&qid=1713896344&sprefix=maybelline+fit+me+foundation%2Caps%2C293&sr=8-2
BP001,Amazon,Maybelline Fit Me Foundation,Beauty Products,"Difficult to apply evenly.",Neutral,https://www.amazon.com/Maybelline-Poreless-Foundation-Classic-Oil-Free/dp/B00PFCSX7U/ref=sr_1_2?crid=2TFZPCOFW0WT5&dib=eyJ2IjoiMSJ9.MPNiaaVjmsvsR5UKUdq-z4a5IDHmjpDPPpqJUgXD4LSgj1CBjkacYpJnC_20gWX5E9RHA_SXFgroZzNILOfNYmxxx0CmawYQue0nl0QgTy2YXDeSD-OROz25Aw3FoqVLT4Ilj2JFK5waK8GI9a4iRXMJCV3kF4pkH4yOeLLGmG3cbu1eARtStPlq034d3t68526WdNSO8_IaEcU_G34259gdlXRGzEm5T60Y_MHE5rSBA2RUCvnDeeD0khD67l-EAZfGfQBmhF2QWl5K9a39QqLQ5hZMDz1oMjWIf_54mmA.MWHLMrg6cH555D9CH-rra4-I9fm851cIfW78hBlOHHY&dib_tag=se&keywords=Maybelline+Fit+Me+Foundation&qid=1713896344&sprefix=maybelline+fit+me+foundation%2Caps%2C293&sr=8-2
BP001,Amazon,Maybelline Fit Me Foundation,Beauty Products,"Suitable for sensitive skin.",Positive,https://www.amazon.com/Maybelline-Poreless-Foundation-Classic-Oil-Free/dp/B00PFCSX7U/ref=sr_1_2?crid=2TFZPCOFW0WT5&dib=eyJ2IjoiMSJ9.MPNiaaVjmsvsR5UKUdq-z4a5IDHmjpDPPpqJUgXD4LSgj1CBjkacYpJnC_20gWX5E9RHA_SXFgroZzNILOfNYmxxx0CmawYQue0nl0QgTy2YXDeSD-OROz25Aw3FoqVLT4Ilj2JFK5waK8GI9a4iRXMJCV3kF4pkH4yOeLLGmG3cbu1eARtStPlq034d3t68526WdNSO8_IaEcU_G34259gdlXRGzEm5T60Y_MHE5rSBA2RUCvnDeeD0khD67l-EAZfGfQBmhF2QWl5K9a39QqLQ5hZMDz1oMjWIf_54mmA.MWHLMrg6cH555D9CH-rra4-I9fm851cIfW78hBlOHHY&dib_tag=se&keywords=Maybelline+Fit+Me+Foundation&qid=1713896344&sprefix=maybelline+fit+me+foundation%2Caps%2C293&sr=8-2
BP001,Amazon,Maybelline Fit Me Foundation,Beauty Products,"Can be patchy if not applied properly.",Negative,https://www.amazon.com/Maybelline-Poreless-Foundation-Classic-Oil-Free/dp/B00PFCSX7U/ref=sr_1_2?crid=2TFZPCOFW0WT5&dib=eyJ2IjoiMSJ9.MPNiaaVjmsvsR5UKUdq-z4a5IDHmjpDPPpqJUgXD4LSgj1CBjkacYpJnC_20gWX5E9RHA_SXFgroZzNILOfNYmxxx0CmawYQue0nl0QgTy2YXDeSD-OROz25Aw3FoqVLT4Ilj2JFK5waK8GI9a4iRXMJCV3kF4pkH4yOeLLGmG3cbu1eARtStPlq034d3t68526WdNSO8_IaEcU_G34259gdlXRGzEm5T60Y_MHE5rSBA2RUCvnDeeD0khD67l-EAZfGfQBmhF2QWl5K9a39QqLQ5hZMDz1oMjWIf_54mmA.MWHLMrg6cH555D9CH-rra4-I9fm851cIfW78hBlOHHY&dib_tag=se&keywords=Maybelline+Fit+Me+Foundation&qid=1713896344&sprefix=maybelline+fit+me+foundation%2Caps%2C293&sr=8-2
BP001,Amazon,Maybelline Fit Me Foundation,Beauty Products,"Color matches well with skin.",Positive,https://www.amazon.com/Maybelline-Poreless-Foundation-Classic-Oil-Free/dp/B00PFCSX7U/ref=sr_1_2?crid=2TFZPCOFW0WT5&dib=eyJ2IjoiMSJ9.MPNiaaVjmsvsR5UKUdq-z4a5IDHmjpDPPpqJUgXD4LSgj1CBjkacYpJnC_20gWX5E9RHA_SXFgroZzNILOfNYmxxx0CmawYQue0nl0QgTy2YXDeSD-OROz25Aw3FoqVLT4Ilj2JFK5waK8GI9a4iRXMJCV3kF4pkH4yOeLLGmG3cbu1eARtStPlq034d3t68526WdNSO8_IaEcU_G34259gdlXRGzEm5T60Y_MHE5rSBA2RUCvnDeeD0khD67l-EAZfGfQBmhF2QWl5K9a39QqLQ5hZMDz1oMjWIf_54mmA.MWHLMrg6cH555D9CH-rra4-I9fm851cIfW78hBlOHHY&dib_tag=se&keywords=Maybelline+Fit+Me+Foundation&qid=1713896344&sprefix=maybelline+fit+me+foundation%2Caps%2C293&sr=8-2
BP001,Amazon,Maybelline Fit Me Foundation,Beauty Products,"Lightweight and easy to apply.",Positive,https://www.amazon.com/Maybelline-Poreless-Foundation-Classic-Oil-Free/dp/B00PFCSX7U/ref=sr_1_2?crid=2TFZPCOFW0WT5&dib=eyJ2IjoiMSJ9.MPNiaaVjmsvsR5UKUdq-z4a5IDHmjpDPPpqJUgXD4LSgj1CBjkacYpJnC_20gWX5E9RHA_SXFgroZzNILOfNYmxxx0CmawYQue0nl0QgTy2YXDeSD-OROz25Aw3FoqVLT4Ilj2JFK5waK8GI9a4iRXMJCV3kF4pkH4yOeLLGmG3cbu1eARtStPlq034d3t68526WdNSO8_IaEcU_G34259gdlXRGzEm5T60Y_MHE5rSBA2RUCvnDeeD0khD67l-EAZfGfQBmhF2QWl5K9a39QqLQ5hZMDz1oMjWIf_54mmA.MWHLMrg6cH555D9CH-rra4-I9fm851cIfW78hBlOHHY&dib_tag=se&keywords=Maybelline+Fit+Me+Foundation&qid=1713896344&sprefix=maybelline+fit+me+foundation%2Caps%2C293&sr=8-2
BP001,Amazon,Maybelline Fit Me Foundation,Beauty Products,"Gets cakey if applied too much.",Negative,https://www.amazon.com/Maybelline-Poreless-Foundation-Classic-Oil-Free/dp/B00PFCSX7U/ref=sr_1_2?crid=2TFZPCOFW0WT5&dib=eyJ2IjoiMSJ9.MPNiaaVjmsvsR5UKUdq-z4a5IDHmjpDPPpqJUgXD4LSgj1CBjkacYpJnC_20gWX5E9RHA_SXFgroZzNILOfNYmxxx0CmawYQue0nl0QgTy2YXDeSD-OROz25Aw3FoqVLT4Ilj2JFK5waK8GI9a4iRXMJCV3kF4pkH4yOeLLGmG3cbu1eARtStPlq034d3t68526WdNSO8_IaEcU_G34259gdlXRGzEm5T60Y_MHE5rSBA2RUCvnDeeD0khD67l-EAZfGfQBmhF2QWl5K9a39QqLQ5hZMDz1oMjWIf_54mmA.MWHLMrg6cH555D9CH-rra4-I9fm851cIfW78hBlOHHY&dib_tag=se&keywords=Maybelline+Fit+Me+Foundation&qid=1713896344&sprefix=maybelline+fit+me+foundation%2Caps%2C293&sr=8-2
BP002,Flipkart,NYX Matte Lipstick,Beauty Products,"Goes on smoothly.",Positive,https://www.flipkart.com/maybelline-new-york-lash-lip-love-kit-superstay-matte-ink-liquid-lipstick-colossal-mascara/p/itm6ee6bdb55c951?pid=MKTGRERXQQ2AANBG&lid=LSTMKTGRERXQQ2AANBGZBKSB4&marketplace=FLIPKART&q=NYX+Matte+Lipstick&store=g9b%2Fffi%2Ftv5%2Funa&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=en_D3YC1dusxQd7h8IQfe-VvRhY4n65ZEX1pkXgJRQKIMDZ2-zV08IYRME2D0PSgQeCtq9G7VxL1czDLuGjQkexg4QEIsITtCzc4bHaOMTqL08%3D&ppt=sp&ppn=sp&ssid=coarzgv7k00000001713898464635&qH=d287eb80aae2c0fd
BP002,Flipkart,NYX Matte Lipstick,Beauty Products,"Dries out quickly.",Negative,https://www.flipkart.com/maybelline-new-york-lash-lip-love-kit-superstay-matte-ink-liquid-lipstick-colossal-mascara/p/itm6ee6bdb55c951?pid=MKTGRERXQQ2AANBG&lid=LSTMKTGRERXQQ2AANBGZBKSB4&marketplace=FLIPKART&q=NYX+Matte+Lipstick&store=g9b%2Fffi%2Ftv5%2Funa&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=en_D3YC1dusxQd7h8IQfe-VvRhY4n65ZEX1pkXgJRQKIMDZ2-zV08IYRME2D0PSgQeCtq9G7VxL1czDLuGjQkexg4QEIsITtCzc4bHaOMTqL08%3D&ppt=sp&ppn=sp&ssid=coarzgv7k00000001713898464635&qH=d287eb80aae2c0fd
BP002,Flipkart,NYX Matte Lipstick,Beauty Products,"Long-lasting color.",Positive,https://www.flipkart.com/maybelline-new-york-lash-lip-love-kit-superstay-matte-ink-liquid-lipstick-colossal-mascara/p/itm6ee6bdb55c951?pid=MKTGRERXQQ2AANBG&lid=LSTMKTGRERXQQ2AANBGZBKSB4&marketplace=FLIPKART&q=NYX+Matte+Lipstick&store=g9b%2Fffi%2Ftv5%2Funa&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=en_D3YC1dusxQd7h8IQfe-VvRhY4n65ZEX1pkXgJRQKIMDZ2-zV08IYRME2D0PSgQeCtq9G7VxL1czDLuGjQkexg4QEIsITtCzc4bHaOMTqL08%3D&ppt=sp&ppn=sp&ssid=coarzgv7k00000001713898464635&qH=d287eb80aae2c0fd
